DateTime	UAStime	CONCN	COUNT	ABSRA	ABSRB	ABSGA	ABSGB	ABSBA	ABSBB	CHMPS	AT	RH	BATTV	OPCB4	OPCB5	OPCB6	OPCB7	OPCB8	PROBT	PRBRH	SMPFL	SMPFP	SATFL	SATFP	ABSFL	ABSFP	CHMFL	CHMFP	OPCFL	OPCFP	OPTCT	OPTCP	CONDT	CONDP	SATTT	SATTP	SATBT	SATBP	INLTT	FILLC	CABNT	CABNP	PRESS	MCPCPWR	ABSLED	CHEMPOS	MPUMP	APUMP	CPUMP	OPUMP	SAMPRPT	STATRPT	RPTLABEL	SAMPFLOW	SATFLOW	ABSFLOW	CHEMFLOW	OPCFLOW	POP
2015-04-21 08:11:50	29510	221.0	1390	426592	468450	489908	556678	410665	476899	1	-8.14	60.40	11.7	0	0	0	0	0	-39.9	0	370	119	346	66	1600	156	2270	200	176.8	97	21.1	92	11.1	130	36.1	90	36.2	30	5.6	4230	10.9	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081148.937,1, 619.00,   1.00,100,    NaN,    Na224, 203,  40,   7,   3,
2015-04-21 08:11:52	29512	226.0	1353	427014	468922	489726	556474	410513	476720	1	-8.43	60.56	11.7	0	0	0	0	0	-39.9	0	355	119	362	66	1597	156	2274	200	181.8	97	21.1	92	11.1	130	36.1	90	36.2	30	5.6	4234	10.8	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081150.940,1, 636.00,   1.00,100,    NaN,    N216, 231,  44,   5,   0,
2015-04-21 08:11:54	29514	220.0	1320	428587	470646	490957	557878	411692	478099	1	-8.63	60.71	11.9	0	0	0	0	0	-39.9	0	362	118	370	65	1597	158	2262	200	181.4	97	21.2	46	11.1	130	36.1	90	36.2	30	5.6	4238	10.8	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081152.937,1, 634.00,   1.00,100,    NaN,    NaN,3, 229,  50,   7,   1,   0
2015-04-21 08:11:56	29516	228.0	1405	426138	467960	489086	555752	410339	476527	1	-8.91	61.03	11.6	0	0	0	0	0	-39.9	0	373	117	329	64	1598	156	2257	200	177.3	96	21.2	46	11.1	130	36.0	145	36.2	30	5.5	4242	10.8	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081154.937,1, 637.00,   1.00,100,    NaN,    NaN08, 249,  42,   7,   1,
2015-04-21 08:11:58	29518	224.0	1377	429156	471278	491675	558703	412223	478720	1	-9.04	61.20	12.0	0	0	0	0	0	-39.9	0	354	118	388	65	1603	159	2264	200	180.8	97	21.2	0	11.0	130	36.1	45	36.2	0	5.5	4246	10.8	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081156.937,1, 634.00,   1.00,.00,    NaN,    N 210, 232,  52,   8,   2,
2015-04-21 08:12:00	29520	227.0	1467	427934	469936	490685	557579	411327	477686	1	-9.17	61.55	11.8	0	0	0	0	0	-39.9	0	386	115	333	63	1616	155	2268	200	177.0	96	21.2	46	11.1	130	36.1	90	36.2	30	5.5	4250	10.9	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081158.937,1, 627.00,   1.0022.00,    NaN,   2, 207, 245,  47,  11,   0
2015-04-21 08:12:02	29522	238.0	1425	430070	472291	492632	559802	413154	479811	1	-9.22	61.87	12.1	0	0	0	0	0	-39.9	0	357	115	378	64	1596	155	2268	200	180.0	97	21.2	0	11.0	130	36.1	45	36.2	0	5.5	4254	10.8	0	974	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081200.939,1, 669.00,   1,    NaN,  17, 135,   5,   0,   0
2015-04-21 08:12:04	29524	217.0	1311	429004	471118	491484	558498	411449	477834	1	-9.25	62.03	11.9	0	0	0	0	0	-39.9	0	363	113	348	63	1591	154	2260	200	178.3	95	21.1	92	11.1	130	36.0	145	36.2	30	5.5	4258	10.9	0	974	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081202.937,1, 667.00,   1.00,1002,    NaN,    NaN,3, 291,  46,   5,   1,   0
2015-04-21 08:12:06	29526	226.0	1317	428355	470406	491357	558354	411448	477831	1	-9.28	62.34	11.9	0	0	0	0	0	-39.9	0	353	114	382	63	1600	157	2271	200	184.7	96	21.1	46	11.0	130	36.0	90	36.1	30	5.5	4262	10.9	0	974	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081200,   1.00,1004.00,   0.0,    NaN,  10, 12240,  45,   4,   2,   0
2015-04-21 08:12:08	29528	225.0	1370	428489	470558	491275	558264	411843	478293	1	-9.30	62.69	11.9	0	0	0	0	0	-39.9	0	370	116	348	65	1594	156	2272	200	176.2	95	21.1	46	11.0	130	36.0	90	36.1	30	5.4	4266	10.9	0	974	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081206.938,1, 611.00,   1 0.00,    NaN,   4, 193,
2015-04-21 08:12:10	29530	225.0	1304	426949	468871	489994	556811	410979	477292	1	-9.31	62.86	11.7	0	0	0	0	0	-39.9	0	348	118	357	66	1597	156	2254	200	180.3	98	21.0	92	11.0	130	36.0	90	36.1	30	5.4	4270	10.8	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081208.937,1, 617.00,   1.00,1002.   NaN,    NaN,   232,  32,   6,   2,   0
2015-04-21 08:12:12	29532	233.0	1364	427004	468931	489610	556379	410854	477153	1	-9.31	63.15	11.7	0	0	0	0	0	-39.9	0	351	118	366	66	1598	156	2265	200	183.3	97	21.0	92	11.0	130	36.0	90	36.1	30	5.4	4274	10.8	0	974	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081210.937,1, 592.00,   1.0 0.00,    NaN,   9, 182, 224,  36,   7,
2015-04-21 08:12:14	29534	233.0	1433	426879	468794	489775	556563	410632	476896	1	-9.33	63.30	11.7	0	0	0	0	0	-40.0	0	356	119	346	66	1593	158	2277	200	178.9	96	20.9	146	11.0	130	36.0	90	36.1	30	5.4	4278	10.9	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081212.938,1, 651.00,   ,  21.00,    NaN, 142, 215, 230,  38,   8,
2015-04-21 08:12:16	29536	240.0	1368	427610	469604	490033	556862	410710	476988	1	-9.35	63.71	11.8	0	0	0	0	0	-39.9	0	338	117	395	65	1603	158	2284	200	184.0	96	21.0	92	11.0	130	36.0	90	36.1	30	5.4	4282	10.8	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081214.941,1, 586.00,   1.00,10073, 221,  40,   5
2015-04-21 08:12:18	29538	221.0	1388	426648	468540	489724	556509	409478	475548	1	-9.37	63.93	11.7	0	0	0	0	0	-39.9	0	368	120	328	66	1592	159	2242	200	175.8	99	21.0	92	11.0	130	36.0	90	36.1	30	5.4	4286	10.9	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T084.00,   1.00,1001.00,   0aN,    NaN,  13, , 229,  59,   4,   0,   0
2015-04-21 08:12:20	29540	230.0	1366	426778	468684	489779	556572	410603	476859	1	-9.38	64.32	11.7	0	0	0	0	0	-39.9	0	350	118	370	65	1609	157	2254	200	182.0	98	21.0	92	11.0	130	36.0	90	36.1	30	5.4	4290	10.8	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081218.93  1.00,1004.00,   0.00,   NaN,  24, 127, 2  41,   8,   1,   0
2015-04-21 08:12:22	29542	232.0	1410	426440	468320	489640	556420	410091	476272	1	-9.38	64.65	11.7	0	0	0	0	0	-39.9	0	365	119	351	66	1591	157	2248	200	181.1	98	21.0	92	11.0	130	36.0	90	36.1	30	5.4	4294	10.7	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081220,   1.00,1002.00,  25.00,    NaN,  20, 139,6,  43,   5,   0,   0
2015-04-21 08:12:25	29545	226.0	1342	426650	468551	489695	556481	410814	477113	1	-9.39	64.79	11.7	0	0	0	0	0	-39.9	0	358	119	361	66	1605	158	2260	200	181.8	98	21.0	92	11.0	130	36.0	90	36.1	30	5.4	4298	10.7	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081223.937,1, 661.00,   1.00,1004.00,   0.00,    NaN,    NaN,  15, 136, 227, 233,  42,   6,   2,   0
2015-04-21 08:12:27	29547	215.0	1285	427476	469462	490305	557179	411011	477344	1	-9.39	65.06	11.8	0	0	0	0	0	-39.9	0	367	117	349	66	1602	157	2268	200	181.0	97	21.1	46	11.0	130	35.9	145	36.1	30	5.4	4304	10.7	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081225.937,1, 630.00,   1.0  0.00,    NaN,  4, 234, 229,  39,   4,
2015-04-21 08:12:29	29549	217.0	1307	427444	469425	490407	557305	410431	476677	1	-9.39	65.33	11.8	0	0	0	0	0	-39.9	0	355	11SATFL=359	366	65	1596	157	2289	200	180.1	95	21.1	46	11.0	130	36.0	90	36.1	30	5.3	4308	10.7	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081227.938,1, 631.00,   1,   4.00,    NaN,120, 200, 236,  56,   3,
2015-04-21 08:12:31	29551	236.0	1429	427732	469750	490421	557325	410868	477191	1	-9.39	65.57	11.8	0	0	0	0	0	-39.9	0	354	117	371	64	1601	156	2267	200	177.9	97	21.1	46	11.0	130	36.0	90	36.1	30	5.4	4312	10.7	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081229.937,1, 596.00,   1.00,0.00,    NaN,     192, 229,  36,   5,   0,
2015-04-21 08:12:33	29553	213.0	1274	428000	470045	490499	557414	410784	477099	1	-9.39	65.69	11.8	0	0	0	0	0	-39.9	0	371	117	356	66	1604	157	2280	200	180.9	97	21.2	0	11.0	130	36.0	90	36.1	30	5.4	4316	10.7	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081231.938,1, 609.00,   1. 31.00,    NaN,  13, 194, 223,  60,   5,
2015-04-21 08:12:35	29555	228.0	1400	427181	469146	489809	556632	410130	476340	1	-9.39	66.05	11.7	0	0	0	0	0	-39.9	0	361	116	357	64	1609	155	2277	200	180.7	98	21.2	0	11.0	130	36.0	90	36.1	30	5.4	4320	10.7	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081233.937,1, 638.00,   1. 21.0203, 220,  62,   8,
2015-04-21 08:12:37	29557	229.0	1401	427653	469669	490919	557899	410926	477268	1	-9.39	66.21	11.9	0	0	0	0	0	-39.9	0	356	116	365	64	1599	157	2264	200	178.6	97	21.1	0	10.9	130	36.0	45	36.1	0	5.3	4324	10.7	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081235.937,1, 608.00,   1.00,100,    NaN,    NaN,5, 217,  47,   9,   0,
2015-04-21 08:12:39	29559	226.0	1406	430915	473251	493039	560314	412869	479530	1	-9.37	66.51	12.2	0	0	0	0	0	-39.9	0	374	113	361	62	1618	153	2291	200	180.0	95	21.1	0	10.9	130	35.9	90	36.1	0	5.3	4328	10.7	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081237.938,1, 626.00,   1.00,1003.0 NaN,    NaN,  131,  53,   6,   4,   0
2015-04-21 08:12:41	29561	225.0	1330	428855	470994	491395	558448	411264	477661	1	-9.32	66.76	11.9	0	0	0	0	0	-39.9	0	364	112	363	64	1578	154	2250	200	175.9	97	21.0	46	10.9	130	35.9	90	36.1	0	5.3	4332	10.7	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081239.938,1, 638.00,   1.0 30.00,    NaN,  28, 202, 244,  44,  10,
2015-04-21 08:12:43	29563	214.0	1286	425727	467555	488828	555518	410121	476328	1	-9.29	66.87	11.6	0	0	0	0	0	-39.9	0	352	115	354	62	1597	156	2259	200	179.7	95	20.9	92	10.9	130	35.9	90	36.1	0	5.3	4336	10.7	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081241.942,1, 615.00,   1.00, 999.0   NaN,    NaN,  229,  44,   9,   1,   0
2015-04-21 08:12:45	29565	220.0	1295	427110	469069	489841	556678	410550	476834	1	-9.26	66.99	11.7	0	0	0	0	0	-39.9	0	363	118	339	66	1599	158	2245	200	174.4	97	20.9	92	10.9	130	35.9	90	36.0	30	5.2	4340	10.8	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081243.937,1, 623.00,   1.00, 999    NaN,    NaN, , 230,  33,   6,   0,   0
2015-04-21 08:12:46	29566	224.0	1361	427016	468973	490006	556864	410460	476728	1	-9.26	67.07	11.7	0	0	0	0	0	-39.9	0	360	119	355	66	1601	158	2235	200	176.4	99	20.8	146	10.9	130	35.9	90	36.0	30	5.2	4342	10.7	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T08.937,1, 638.00,  ,  25.00,    NaN,    NaN, , 222, 233,  41, ,   0
2015-04-21 08:12:47	29567	226.0	1325	426221	468094	489283	556042	410416	476680	1	-9.26	67.07	11.7	0	0	0	0	0	-39.9	0	357	119	364	66	1600	158	2226	200	179.1	99	20.8	146	10.9	130	35.9	90	36.0	30	5.2	4344	10.8	0	974	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081245.937,1, 615.00,   1.00,100,    NaN,    NaN5, 222,  49,  11,   0,
2015-04-21 08:12:49	29569	235.0	1429	426241	468128	489175	555930	410439	476719	1	-9.27	67.18	11.7	0	0	0	0	0	-39.9	0	362	119	351	66	1600	158	2249	200	182.5	98	20.8	146	10.9	130	35.9	90	36.0	30	5.2	4348	10.7	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081247.936,1, 601.00,   1.00,0.00,    NaN,     193, 232,  45,   5,   0,
2015-04-21 08:12:51	29571	220.0	1325	425741	467579	489119	555863	410426	476695	1	-9.27	67.26	11.7	0	0	0	0	0	-39.9	0	358	119	363	66	1599	158	2257	200	179.7	98	20.8	146	10.9	130	35.9	90	36.0	30	5.2	4352	10.6	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081249.937,1, 608.00,   1.004.00,    NaN,    , 224, 222,  39,   2,   1
2015-04-21 08:12:53	29573	229.0	1407	425954	467810	489331	556105	410102	476322	1	-9.28	67.51	11.7	0	0	0	0	0	-39.9	0	362	119	352	66	1596	158	2262	200	180.0	98	20.8	146	10.9	130	35.9	90	36.0	30	5.2	4356	10.6	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081251.937,1, 704.00,   1.00,1003.00 NaN,    NaN,  3257,  52,  10,   0,   0
2015-04-21 08:12:55	29575	218.0	1312	425500	467313	488675	555361	410091	476307	1	-9.29	67.69	11.6	0	0	0	0	0	-39.9	0	354	119	358	66	1600	159	2237	200	180.8	98	20.9	92	10.9	130	35.8	145	36.0	30	5.2	4360	10.6	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081253.937,1, 629.00,   1.022.00,    NaN,   1, 219, 219,  48,   6,
2015-04-21 08:12:57	29577	217.0	1291	425889	467740	489871	556728	410612	476915	1	-9.29	67.78	11.7	0	0	0	0	0	-39.9	0	355	119	374	66	1613	160	2238	200	178.8	98	20.9	92	10.9	130	35.9	90	36.0	30	5.2	4364	10.6	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081255.938,1, 607.00,   1.00,100,    NaN,    Na208, 227,  40,   8,   1,
2015-04-21 08:12:59	29579	225.0	1353	426851	468803	490458	557397	410874	477222	1	-9.29	67.89	11.8	0	0	0	0	0	-39.9	0	352	118	382	65	1603	157	2249	200	181.1	98	21.0	46	10.9	130	35.9	90	36.0	30	5.2	4368	10.6	0	974	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081257.937,1, 622.00,   1.00,1003.00 NaN,    NaN,  135,  47,  12,   0,   0
2015-04-21 08:13:01	29581	216.0	1295	427568	469589	490593	557549	410352	476620	1	-9.29	67.94	11.8	0	0	0	0	0	-39.9	0	368	116	367	65	1610	156	2269	200	184.0	96	20.9	92	10.9	130	35.9	90	36.0	30	5.2	4372	10.6	0	974	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081259.937,1, 638.00,   1.00,1004    NaN,    NaN, , 239,  48,   6,   3,   0
2015-04-21 08:13:03	29583	218.0	1306	426796	468748	490091	556981	410253	476512	1	-9.27	67.99	11.7	0	0	0	0	0	-39.9	0	363	116	373	65	1596	155	2284	200	184.2	96	20.9	92	10.9	130	35.9	90	36.0	30	5.1	4376	10.6	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081301.937,1, 646.00,   1.00,100,    NaN,    NaN00, 243,  54,   6,   2,
2015-04-21 08:13:05	29585	228.0	1320	426792	468745	489966	556846	410370	476650	1	-9.27	68.04	11.7	0	0	0	0	0	-39.9	0	358	118	357	67	1596	157	2264	200	173.2	97	20.9	92	10.9	130	35.9	90	36.0	30	5.1	4380	10.6	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081303.937,1, 645.00,   1.00,100,    NaN,    Na218, 234,  49,   7,   0,
2015-04-21 08:13:07	29587	219.0	1CompTime=3512448789	426062	467942	489288	556071	409828	476022	1	-9.29	68.10	11.7	0	0	0	0	0	-39.9	0	351	118	364	64	1598	158	2275	200	184.8	96	21.0	46	10.9	130	35.9	90	36.0	30	5.1	4384	10.6	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081305.942,1, 625.00,   1.00,1004.    NaN,    NaN,  233,  41,   6,   0,   0
2015-04-21 08:13:09	29589	219.0	1307	427469	469493	490649	557629	410589	476909	1	-9.33	68.19	11.8	0	0	0	0	0	-39.9	0	368	117	361	65	1603	158	2246	200	176.1	98	21.0	46	10.9	130	35.9	90	36.0	30	5.2	4388	10.7	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081307.937,1.00,1003.00,  22.00,    NaN,  12,  99, 228,4,   6,   1,   0
2015-04-21 08:13:10	29590	230.0	1384	427632	469680	490565	557549	410262	476536	1	-9.35	68.23	11.8	0	0	0	0	0	-39.9	0	352	116	370	63	1604	158	2251	200	180.0	98	21.0	46	10.9	130	35.9	90	36.0	30	5.2	4390	10.7	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081308.937,.00,1004.00,   0.00,    NaN,  14, 126, 18343,   4,   2,   0
2015-04-21 08:13:11	29591	212.0	1278	427523	469566	490525	557513	410897	477291	1	-9.35	68.23	11.8	0	0	0	0	0	-39.9	0	367	117	344	65	1613	156	2259	200	182.7	97	21.0	46	10.9	130	35.9	90	36.0	30	5.2	4392	10.7	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081309.937,1, 658.00,   1.00,1000,    NaN,    Na236, 224,  43,   1,   3,
2015-04-21 08:13:13	29593	235.0	1367	426824	468791	490109	557023	410743	477103	1	-9.35	68.39	11.7	0	0	0	0	0	-39.9	0	361	117	358	66	1595	156	2262	200	177.6	97	20.9	92	10.9	130	35.9	90	36.0	30	5.2	4396	10.6	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081311.94  1.00,1004.00,   0.00,    NaN,  20, 120, 2  42,   4,   0,   0
2015-04-21 08:13:15	29595	221.0	1333	427043	469035	490408	557367	410497	476817	1	-9.34	68.71	11.8	0	0	0	0	0	-39.9	0	339	119	366	65	1594	156	2251	200	181.0	99	21.0	46	10.9	130	35.9	90	36.0	30	5.1	4400	10.6	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081313.937,1, 632.00,   1.00,100,    NaN,    NaN11, 236,  49,   4,   0,
2015-04-21 08:13:17	29597	219.0	1333	426583	468531	489223	556017	409986	476223	1	-9.34	68.87	11.7	0	0	0	0	0	-39.9	0	369	119	354	65	1595	157	2234	200	179.8	98	21.0	46	10.9	130	35.8	145	36.0	30	5.1	4404	10.6	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081315.937,1, 656.00,   1.00,.00,    NaN,    N 222, 239,  56,   2,   3,
2015-04-21 08:13:19	29599	228.0	1395	426220	468797	489853	556736	410266	476550	1	-9.32	69.08	11.7	0	0	0	0	0	-39.9	0	370	119	345	67	1599	159	2218	200	176.5	100	20.9	92	10.9	130	35.9	90	36.0	30	5.1	4408	10.6	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081317.937,1, 657.00,   1.027.00,    NaN,   7, 204, 257,  52,   8,   0
2015-04-21 08:13:21	29601	219.0	1353	430044	472334	492278	559498	411910	478467	1	-9.33	69.19	12.1	0	0	0	0	0	-39.9	0	362	116	403	64	1623	155	2284	200	185.7	97	20.9	46	10.8	130	35.9	45	36.0	0	5.1	4412	10.5	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081319.937,1, 641.00,   1.00,1003.   NaN,    NaN,   245,  43,   8,   0,   0
2015-04-21 08:13:22	29602	221.0	1334	429189	471400	491599	558733	411279	477732	1	-9.30	69.36	12.0	0	0	0	0	0	-39.9	0	368	114	379	62	1607	153	2269	200	182.7	95	20.9	46	10.8	130	35.8	90	36.0	0	5.1	4414	10.5	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T08937,1, 615.00,      0.00,    NaN,    NaN,   221, 222,  51,     0
2015-04-21 08:13:23	29603	224.0	1CompTime=3512448805	428676	470841	491507	558633	410966	477376	1	-9.30	69.36	11.9	0	0	0	0	0	-39.9	0	357	114	362	62	1589	154	2276	200	180.9	95	20.9	46	10.8	130	35.8	90	36.0	0	5.1	4416	10.5	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081321.937,1, 670.00,   1.00,1004.027, 120, 235, 235 0,   0
2015-04-21 08:13:25	29605	228.0	1395	430189	472501	492351	559596	411850	478403	1	-9.30	69.44	12.0	0	0	0	0	0	-39.9	0	373	114	353	63	1606	155	2276	200	177.7	95	20.9	46	10.8	130	35.8	90	36.0	0	5.1	4420	10.5	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081323.942,1, 636.00,   1.00,100,    NaN,    Na202, 253,  37,   7,   1,
2015-04-21 08:13:27	29607	220.0	1375	427461	469507	490732	557753	410726	477098	1	-9.28	69.58	11.8	0	0	0	0	0	-39.9	0	377	115	319	64	1590	156	2277	200	176.6	97	20.9	46	10.8	130	35.8	90	35.9	30	5.1	4424	10.5	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081325.937,1, 638.00,   1.00,.00,    NaN,    N 215, 239,  43,   3,   0,
2015-04-21 08:13:29	29609	221.0	1271	427364	469397	490578	557572	410889	477281	1	-9.28	69.72	11.8	0	0	0	0	0	-39.9	0	344	116	377	65	1603	158	2254	200	180.8	98	20.8	92	10.8	130	35.8	90	35.9	30	5.1	4428	10.5	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081327.937,1, 644.00,   1.00,1005.00, NaN,    NaN,  11,,  48,   9,   2,   0
2015-04-21 08:13:31	29611	230.0	1431	427074	469065	490105	557017	410198	476470	1	-9.28	69.81	11.7	0	0	0	0	0	-39.9	0	368	119	336	66	1605	158	2234	200	179.1	98	20.8	92	10.8	130	35.8	90	35.9	30	5.1	4432	10.6	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081329.937,1, 599.00,   1.00,1002.00N,    NaN,   8,   53,   6,   3,   0
2015-04-21 08:13:33	29613	221.0	1327	426405	468338	489731	556602	410331	476625	1	-9.29	69.94	11.7	0	0	0	0	0	-39.9	0	357	119	358	66	1595	158	2224	200	176.0	99	20.7	146	10.8	130	35.8	90	35.9	30	5.1	4436	10.5	0	974	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081331.937,1, 665.00,   1.00,1004.   NaN,    NaN,  232,  45,   8,   2,   0
2015-04-21 08:13:35	29615	240.0	1374	424896	466696	488043	554698	409804	476035	1	-9.28	69.91	11.5	0	0	0	0	0	-39.9	0	357	121	349	68	1586	161	2183	200	177.9	101	20.7	146	10.8	130	35.8	90	36.0	0	5.1	4440	10.6	0	974	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081333.937,1, 646.00,   1.00,1004,    NaN,    NaN,7, 243,  55,   6,   0,   0
2015-04-21 08:13:36	29616	225.0	1348	426193	468109	489441	556268	410202	476480	1	-9.27	69.83	11.7	0	0	0	0	0	-39.9	0	344	120	388	66	1613	160	2228	200	184.2	99	20.7	146	10.8	130	35.8	90	35.9	30	5.1	4442	10.5	0	974	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T08.937,1, 605.00,  ,  26.00,    NaN,    NaN, , 212, 216,  39, ,   0
2015-04-21 08:13:37	29617	223.0	1400	426264	468200	489377	556218	410043	476307	1	-9.27	69.83	11.7	0	0	0	0	0	-39.9	0	371	120	350	66	1618	158	2242	200	181.3	99	20.7	146	10.8	130	35.8	90	35.9	30	5.0	4444	10.5	0	974	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081335.937,1, 617.00,   1.00,1000,    NaN,    NaN7, 215,  52,   8,   0,
2015-04-21 08:13:39	29619	225.0	1334	426303	468243	489485	556347	409940	476197	1	-9.27	69.83	11.7	0	0	0	0	0	-39.9	0	348	119	373	65	1601	157	2266	200	183.2	97	20.7	146	10.8	130	35.8	90	35.9	30	5.0	4448	10.5	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081337.937,1, 673.00,   1.00,1 206, 263,  58,
2015-04-21 08:13:41	29621	222.0	1296	426450	468408	489250	556074	410000	476258	1	-9.26	69.90	11.7	0	0	0	0	0	-39.9	0	363	119	357	67	1595	157	2271	200	181.7	99	20.7	146	10.8	130	35.8	90	36.0	0	5.0	4452	10.6	0	975	ON		1	ON	ON	ON	ON	OFF	OFF	ON	360	360	1600	2700	180	POPS,20150421T081339.937,1, 681.00,   1.15.00,    NaN,   , 215, 270,  44,   9,   0
