Time_s,Status,Flow_Rate_ccps,Particle_rate_nops,12V_Mon,A1,A2,A3,Therm_1,Therm_2,TiltRef,POPS_Flow,POPS_P,ULR_AZ_Home,ULR_PD_T,ULR_Incl_x,ULR_Incl_y,ULR_Incl_T,POPS_LD_T,POPS_T_LED,POPS_LP_Set,MeanBL,stdDevBL
3512447270.523,1,1.000,0.000,10.853,2.160,3.690,0.009,-79.318,-79.322,2.372,0.043,127.089,0.314,119.232,-0.008,-0.009,-49.987,25.472,-112.563,1.000,1005.000,0.000
3512447271.525,1,1.000,71.000,10.880,2.158,3.691,0.009,-79.315,-79.322,2.341,0.044,126.739,0.314,119.163,-0.007,-0.009,-49.987,25.482,-112.519,1.000,1003.000,18.000
3512447272.533,1,1.000,506.000,11.046,2.156,3.691,0.009,-79.306,-79.312,2.330,0.044,126.396,0.313,119.092,-0.007,-0.009,-49.987,25.494,-112.607,1.000,1005.000,0.000
3512447273.534,1,1.000,545.000,11.068,2.153,3.691,0.009,-79.306,-79.311,2.325,0.044,126.012,0.313,119.011,-0.007,-0.009,-49.987,25.505,-112.718,1.000,1002.000,12.000
3512447274.534,1,1.000,586.000,11.168,2.152,3.692,0.009,-79.308,-79.310,2.323,0.044,125.683,0.313,118.945,-0.007,-0.009,-49.987,25.516,-112.718,1.000,1006.000,26.000
3512447275.533,1,1.000,546.000,11.009,2.149,3.691,0.009,-79.306,-79.315,2.322,0.044,125.405,0.312,118.902,-0.007,-0.009,-49.986,25.527,-112.786,1.000,1004.000,24.000
3512447276.534,1,1.000,554.000,10.985,2.146,3.692,0.009,-79.300,-79.314,2.321,0.044,125.068,0.312,118.836,-0.007,-0.009,-49.986,25.538,-112.629,1.000,1002.000,0.000
3512447277.535,1,1.000,585.000,11.124,2.144,3.692,0.009,-79.304,-79.311,2.321,0.044,124.689,0.311,118.754,-0.007,-0.009,-49.987,25.548,-112.629,1.000,1007.000,0.000
3512447278.534,1,1.000,575.000,11.160,2.142,3.692,0.009,-79.301,-79.306,2.321,0.044,124.349,0.311,118.678,-0.007,-0.009,-49.987,25.559,-112.696,1.000,1002.000,0.000
3512447279.535,1,1.000,578.000,11.154,2.139,3.693,0.009,-79.302,-79.308,2.321,0.044,124.148,0.311,118.645,-0.007,-0.009,-49.987,25.570,-112.563,1.000,1003.000,25.000
3512447280.534,1,1.000,554.000,11.163,2.136,3.692,0.009,-79.304,-79.319,2.321,0.044,123.781,0.310,118.569,-0.007,-0.009,-49.987,25.582,-112.607,1.000,1004.000,12.000
3512447281.533,1,1.000,533.000,10.992,2.134,3.692,0.009,-79.300,-79.305,2.320,0.044,123.463,0.310,118.501,-0.007,-0.009,-49.987,25.590,-112.673,1.000,1005.000,31.000
3512447282.534,1,1.000,540.000,11.155,2.131,3.693,0.009,-79.300,-79.303,2.320,0.044,123.170,0.310,118.430,-0.007,-0.009,-49.987,25.601,-112.541,1.000,1004.000,18.000
3512447283.534,1,1.000,543.000,11.157,2.129,3.693,0.009,-79.302,-79.303,2.321,0.044,122.900,0.309,118.385,-0.007,-0.009,-49.987,25.614,-112.718,1.000,1003.000,22.000
3512447284.535,1,1.000,588.000,10.660,2.125,3.693,0.009,-79.300,-79.314,2.283,0.044,122.646,0.309,118.337,-0.007,-0.008,-49.986,25.622,-112.585,1.000,1005.000,0.000
3512447285.534,1,1.000,588.000,10.602,2.123,3.692,0.009,-79.301,-79.314,2.223,0.044,122.402,0.309,118.289,-0.007,-0.008,-49.987,25.634,-112.563,1.000,1003.000,0.000
3512447286.533,1,1.000,550.000,10.759,2.121,3.693,0.009,-79.303,-79.307,2.234,0.044,122.143,0.309,118.234,-0.007,-0.008,-49.986,25.643,-112.607,1.000,1003.000,18.000
3512447287.535,1,1.000,573.000,10.902,2.117,3.693,0.009,-79.302,-79.307,2.241,0.044,121.903,0.308,118.195,-0.007,-0.008,-49.986,25.654,-112.741,1.000,1003.000,28.000
3512447288.533,1,1.000,493.000,10.950,2.113,3.693,0.009,-79.302,-79.301,2.250,0.044,121.562,0.308,118.121,-0.007,-0.008,-49.987,25.663,-112.786,1.000,1006.000,16.000
3512447289.535,1,1.000,563.000,10.938,2.109,3.694,0.009,-79.299,-79.307,2.243,0.044,121.206,0.308,118.035,-0.007,-0.008,-49.987,25.675,-112.585,1.000,1004.000,0.000
3512447290.535,1,1.000,606.000,10.929,2.106,3.694,0.009,-79.303,-79.313,2.231,0.044,121.008,0.307,118.001,-0.007,-0.008,-49.986,25.685,-112.585,1.000,1004.000,22.000
3512447291.534,1,1.000,567.000,10.878,2.102,3.694,0.009,-79.300,-79.312,2.231,0.044,120.637,0.307,117.910,-0.007,-0.008,-49.987,25.698,-112.629,1.000,1003.000,0.000
3512447292.534,1,1.000,558.000,10.929,2.099,3.694,0.009,-79.302,-79.305,2.201,0.044,120.383,0.307,117.858,-0.007,-0.008,-49.987,25.707,-112.673,1.000,1004.000,0.000
3512447293.535,1,1.000,609.000,10.925,2.097,3.694,0.009,-79.301,-79.307,2.196,0.044,120.131,0.306,117.805,-0.007,-0.008,-49.987,25.718,-112.475,1.000,1002.000,0.000
3512447294.535,1,1.000,591.000,11.103,2.094,3.695,0.009,-79.303,-79.308,2.216,0.044,119.797,0.306,117.722,-0.007,-0.008,-49.987,25.730,-112.763,1.000,1003.000,0.000
3512447295.535,1,1.000,575.000,11.021,2.091,3.695,0.009,-79.300,-79.309,2.207,0.044,119.426,0.305,117.627,-0.007,-0.008,-49.987,25.740,-112.607,1.000,1005.000,0.000
3512447296.535,1,1.000,611.000,10.624,2.090,3.694,0.009,-79.303,-79.306,2.115,0.044,119.184,0.305,117.572,-0.007,-0.008,-49.987,25.750,-112.497,1.000,1005.000,0.000
3512447297.534,1,1.000,538.000,10.947,2.087,3.695,0.009,-79.301,-79.305,1.989,0.044,118.890,0.305,117.504,-0.006,-0.007,-49.986,25.761,-112.607,1.000,1003.000,22.000
3512447298.534,1,1.000,563.000,11.091,2.083,3.696,0.009,-79.303,-79.314,2.092,0.044,118.541,0.304,117.423,-0.007,-0.008,-49.986,25.772,-112.696,1.000,1004.000,25.000
3512447299.534,1,1.000,551.000,10.859,2.080,3.695,0.009,-79.305,-79.312,2.096,0.044,118.361,0.304,117.393,-0.007,-0.008,-49.987,25.784,-112.541,1.000,1002.000,28.000
3512447300.535,1,1.000,598.000,10.821,2.077,3.695,0.009,-79.300,-79.307,1.987,0.044,118.123,0.304,117.349,-0.006,-0.007,-49.987,25.793,-112.673,1.000,1003.000,19.000
3512447301.534,1,1.000,555.000,10.802,2.074,3.695,0.009,-79.298,-79.309,1.898,0.044,117.759,0.303,117.257,-0.006,-0.007,-49.986,25.801,-112.673,1.000,1004.000,0.000
3512447302.534,1,1.000,554.000,11.131,2.071,3.696,0.009,-79.300,-79.304,1.998,0.044,117.453,0.303,117.187,-0.006,-0.007,-49.987,25.813,-112.629,1.000,1003.000,17.000
3512447303.533,1,1.000,512.000,11.132,2.068,3.696,0.009,-79.307,-79.309,2.042,0.044,117.194,0.302,117.136,-0.006,-0.008,-49.986,25.821,-112.585,1.000,1005.000,14.000
3512447304.535,1,1.000,610.000,11.144,2.064,3.697,0.009,-79.302,-79.309,2.037,0.044,116.950,0.302,117.089,-0.006,-0.008,-49.987,25.833,-112.475,1.000,1004.000,31.000
3512447305.534,1,1.000,577.000,11.141,2.059,3.697,0.009,-79.306,-79.307,2.019,0.044,116.692,0.302,117.033,-0.006,-0.007,-49.987,25.842,-112.786,1.000,1004.000,31.000
3512447306.533,1,1.000,527.000,11.153,2.055,3.697,0.009,-79.300,-79.306,1.997,0.044,116.464,0.302,116.982,-0.006,-0.007,-49.987,25.851,-112.673,1.000,1004.000,21.000
3512447307.534,1,1.000,553.000,11.146,2.052,3.697,0.009,-79.310,-79.306,1.972,0.044,116.220,0.301,116.936,-0.006,-0.007,-49.987,25.861,-112.673,1.000,1004.000,0.000
3512447308.534,1,1.000,591.000,11.145,2.048,3.697,0.009,-79.299,-79.307,1.949,0.044,115.880,0.301,116.844,-0.006,-0.007,-49.987,25.872,-112.497,1.000,1001.000,25.000
3512447309.534,1,1.000,557.000,11.151,2.046,3.697,0.009,-79.306,-79.306,1.926,0.044,115.563,0.300,116.767,-0.006,-0.007,-49.987,25.882,-112.607,1.000,1006.000,17.000
3512447310.534,1,1.000,537.000,11.009,2.043,3.697,0.009,-79.298,-79.309,1.886,0.044,115.373,0.300,116.730,-0.006,-0.007,-49.987,25.892,-112.673,1.000,1005.000,5.000
3512447311.534,1,1.000,542.000,10.975,2.040,3.697,0.009,-79.304,-79.310,1.810,0.044,115.040,0.300,116.646,-0.006,-0.007,-49.987,25.902,-112.718,1.000,1003.000,0.000
3512447312.534,1,1.000,556.000,11.139,2.038,3.698,0.009,-79.305,-79.310,1.823,0.044,114.735,0.299,116.573,-0.006,-0.007,-49.986,25.913,-112.651,1.000,1004.000,19.000
3512447313.534,1,1.000,547.000,10.746,2.035,3.697,0.009,-79.304,-79.308,1.711,0.044,114.509,0.299,116.531,-0.005,-0.006,-49.987,25.924,-112.629,1.000,1008.000,0.000
3512447314.534,1,1.000,578.000,11.069,2.032,3.698,0.009,-79.300,-79.313,1.737,0.044,114.294,0.299,116.489,-0.005,-0.006,-49.987,25.933,-112.497,1.000,1004.000,21.000
3512447315.533,1,1.000,540.000,11.073,2.029,3.698,0.009,-79.306,-79.306,1.761,0.044,113.940,0.298,116.400,-0.005,-0.007,-49.987,25.942,-112.696,1.000,1004.000,0.000
3512447316.534,1,1.000,565.000,11.087,2.026,3.698,0.009,-79.300,-79.308,1.758,0.044,113.743,0.298,116.353,-0.005,-0.007,-49.987,25.949,-112.651,1.000,1004.000,20.000
3512447317.534,1,1.000,552.000,11.036,2.022,3.698,0.009,-79.303,-79.306,1.669,0.044,113.435,0.298,116.288,-0.005,-0.006,-49.987,25.961,-112.673,1.000,1002.000,21.000
3512447318.534,1,1.000,560.000,10.759,2.019,3.698,0.009,-79.306,-79.310,1.666,0.044,113.053,0.297,116.188,-0.005,-0.006,-49.987,25.971,-112.651,1.000,1003.000,6.000
3512447319.534,1,1.000,548.000,10.748,2.012,3.698,0.009,-79.299,-79.308,1.626,0.044,112.562,0.296,116.045,-0.005,-0.006,-49.987,25.986,-112.651,1.000,1005.000,0.000
3512447320.534,1,1.000,567.000,11.009,2.003,3.699,0.009,-79.300,-79.309,1.631,0.044,112.252,0.296,115.987,-0.005,-0.006,-49.987,25.995,-112.718,1.000,1003.000,0.000
3512447321.534,1,1.000,537.000,10.999,1.993,3.699,0.009,-79.294,-79.306,1.650,0.044,111.923,0.295,115.907,-0.005,-0.006,-49.987,26.008,-112.607,1.000,1005.000,0.000
3512447322.535,1,1.000,582.000,11.014,1.985,3.699,0.009,-79.302,-79.309,1.646,0.044,111.589,0.295,115.843,-0.005,-0.006,-49.986,26.020,-112.541,1.000,1003.000,0.000
3512447323.534,1,1.000,577.000,11.012,1.977,3.699,0.009,-79.302,-79.304,1.633,0.044,111.293,0.294,115.754,-0.005,-0.006,-49.987,26.027,-112.563,1.000,1004.000,31.000
3512447324.534,1,1.000,541.000,11.020,1.970,3.699,0.009,-79.300,-79.306,1.620,0.044,111.034,0.294,115.699,-0.005,-0.006,-49.987,26.039,-112.651,1.000,1003.000,31.000
3512447325.534,1,1.000,590.000,11.015,1.964,3.700,0.009,-79.302,-79.302,1.607,0.044,110.531,0.293,115.569,-0.005,-0.006,-49.987,26.049,-112.696,1.000,1006.000,23.000
3512447326.534,1,1.000,534.000,11.335,1.957,3.700,0.009,-79.302,-79.306,1.701,0.044,110.313,0.293,115.519,-0.005,-0.006,-49.987,26.059,-112.696,1.000,1002.000,32.000
3512447327.535,1,1.000,575.000,11.203,1.953,3.700,0.009,-79.303,-79.307,1.705,0.044,110.034,0.293,115.453,-0.005,-0.006,-49.987,26.066,-112.696,1.000,1005.000,0.000
3512447328.534,1,1.000,557.000,11.200,1.946,3.700,0.008,-79.306,-79.306,1.679,0.044,109.716,0.292,115.378,-0.005,-0.006,-49.987,26.076,-112.629,1.000,1004.000,14.000
3512447329.535,1,1.000,564.000,11.121,1.942,3.700,0.009,-79.298,-79.299,1.648,0.044,109.433,0.292,115.301,-0.005,-0.006,-49.986,26.089,-112.519,1.000,1006.000,23.000
3512447330.534,1,1.000,567.000,11.088,1.937,3.700,0.009,-79.299,-79.308,1.591,0.044,109.108,0.291,115.223,-0.005,-0.006,-49.987,26.098,-112.651,1.000,1002.000,0.000
3512447331.534,1,1.000,559.000,11.357,1.934,3.701,0.009,-79.300,-79.306,1.599,0.044,108.799,0.291,115.141,-0.005,-0.006,-49.987,26.108,-112.763,1.000,1004.000,15.000
3512447332.534,1,1.000,565.000,11.423,1.929,3.701,0.009,-79.300,-79.302,1.697,0.044,108.440,0.290,115.061,-0.005,-0.006,-49.987,26.117,-112.541,1.000,1004.000,0.000
3512447333.534,1,1.000,536.000,11.316,1.925,3.701,0.009,-79.296,-79.297,1.672,0.044,108.190,0.290,115.002,-0.005,-0.006,-49.987,26.128,-112.607,1.000,1002.000,16.000
3512447334.535,1,1.000,599.000,11.284,1.921,3.701,0.009,-79.298,-79.306,1.637,0.043,107.806,0.289,114.908,-0.005,-0.006,-49.987,26.137,-112.741,1.000,1007.000,0.000
3512447335.535,1,1.000,611.000,11.306,1.916,3.701,0.009,-79.302,-79.296,1.618,0.043,107.531,0.289,114.850,-0.005,-0.006,-49.987,26.145,-112.607,1.000,1003.000,5.000
3512447336.534,1,1.000,568.000,11.148,1.912,3.701,0.009,-79.296,-79.303,1.566,0.043,107.224,0.289,114.781,-0.005,-0.006,-49.987,26.155,-112.651,1.000,1004.000,0.000
3512447337.534,1,1.000,545.000,11.161,1.909,3.701,0.009,-79.291,-79.300,1.533,0.044,106.979,0.288,114.708,-0.005,-0.006,-49.987,26.167,-112.673,1.000,1003.000,28.000
3512447338.534,1,1.000,538.000,11.420,1.904,3.702,0.009,-79.294,-79.295,1.597,0.044,106.640,0.288,114.625,-0.005,-0.006,-49.987,26.174,-112.607,1.000,1003.000,0.000
3512447339.534,1,1.000,563.000,11.422,1.900,3.702,0.009,-79.301,-79.301,1.637,0.043,106.275,0.287,114.539,-0.005,-0.006,-49.987,26.183,-112.607,1.000,1005.000,32.000
3512447340.534,1,1.000,568.000,11.432,1.896,3.702,0.009,-79.296,-79.301,1.641,0.044,106.070,0.287,114.499,-0.005,-0.006,-49.987,26.196,-112.696,1.000,1006.000,27.000
3512447341.534,1,1.000,572.000,11.289,1.892,3.702,0.009,-79.299,-79.307,1.586,0.043,105.755,0.286,114.418,-0.005,-0.006,-49.987,26.203,-112.651,1.000,1004.000,29.000
3512447342.535,1,1.000,562.000,11.237,1.888,3.702,0.009,-79.296,-79.297,1.542,0.044,105.521,0.286,114.363,-0.005,-0.006,-49.986,26.215,-112.563,1.000,1003.000,20.000
3512447343.534,1,1.000,556.000,11.222,1.886,3.702,0.009,-79.296,-79.300,1.500,0.044,105.228,0.286,114.300,-0.004,-0.006,-49.986,26.224,-112.651,1.000,1004.000,17.000
3512447344.534,1,1.000,555.000,11.087,1.883,3.702,0.009,-79.299,-79.300,1.447,0.044,104.968,0.285,114.235,-0.004,-0.005,-49.987,26.230,-112.585,1.000,1002.000,0.000
3512447345.535,1,1.000,572.000,11.031,1.878,3.702,0.009,-79.295,-79.296,1.407,0.044,104.639,0.285,114.170,-0.004,-0.005,-49.987,26.240,-112.651,1.000,1003.000,0.000
3512447346.534,1,1.000,561.000,11.291,1.876,3.703,0.009,-79.302,-79.298,1.403,0.044,104.496,0.285,114.136,-0.004,-0.005,-49.986,26.247,-112.563,1.000,1005.000,7.000
3512447347.534,1,1.000,568.000,11.342,1.874,3.703,0.009,-79.293,-79.298,1.490,0.044,104.265,0.284,114.084,-0.004,-0.006,-49.987,26.252,-112.519,1.000,1003.000,28.000
3512447348.534,1,1.000,536.000,11.302,1.874,3.703,0.009,-79.298,-79.299,1.508,0.044,104.050,0.284,114.030,-0.004,-0.006,-49.986,26.264,-112.607,1.000,1004.000,31.000
3512447349.535,1,1.000,602.000,11.171,1.872,3.703,0.009,-79.291,-79.306,1.444,0.044,103.787,0.284,113.971,-0.004,-0.005,-49.986,26.274,-112.541,1.000,1003.000,0.000
3512447350.535,1,1.000,618.000,11.151,1.872,3.703,0.009,-79.295,-79.296,1.406,0.044,103.616,0.284,113.945,-0.004,-0.005,-49.987,26.283,-112.629,1.000,1004.000,0.000
3512447351.533,1,1.000,511.000,11.150,1.871,3.703,0.009,-79.296,-79.300,1.391,0.044,103.492,0.284,113.934,-0.004,-0.005,-49.987,26.285,-112.696,1.000,1003.000,14.000
3512447352.534,1,1.000,524.000,11.138,1.868,3.703,0.009,-79.296,-79.298,1.382,0.044,102.952,0.283,113.780,-0.004,-0.005,-49.987,26.294,-112.410,1.000,1004.000,0.000
3512447353.534,1,1.000,597.000,11.038,1.865,3.703,0.009,-79.294,-79.292,1.364,0.044,102.761,0.282,113.743,-0.004,-0.005,-49.987,26.310,-112.629,1.000,1001.000,27.000
3512447354.535,1,1.000,584.000,11.018,1.863,3.703,0.009,-79.296,-79.303,1.323,0.044,102.421,0.282,113.653,-0.004,-0.005,-49.987,26.317,-112.453,1.000,1002.000,28.000
3512447355.533,1,1.000,534.000,11.028,1.860,3.703,0.009,-79.294,-79.298,1.309,0.044,102.100,0.281,113.587,-0.004,-0.005,-49.987,26.325,-112.629,1.000,1004.000,0.000
3512447356.533,1,1.000,532.000,11.268,1.858,3.704,0.009,-79.293,-79.298,1.334,0.044,101.965,0.281,113.556,-0.004,-0.005,-49.987,26.333,-112.563,1.000,1003.000,22.000
3512447357.534,1,1.000,569.000,11.225,1.855,3.704,0.009,-79.295,-79.299,1.332,0.044,101.813,0.281,113.529,-0.004,-0.005,-49.987,26.342,-112.432,1.000,1005.000,0.000
3512447358.534,1,1.000,527.000,11.335,1.854,3.703,0.008,-79.293,-79.304,1.417,0.044,101.581,0.281,113.481,-0.004,-0.005,-49.987,26.350,-112.563,1.000,1005.000,0.000
3512447359.535,1,1.000,573.000,11.212,1.853,3.705,0.009,-79.294,-79.300,1.428,0.044,101.489,0.281,113.476,-0.004,-0.005,-49.987,26.360,-112.563,1.000,1001.000,19.000
3512447360.534,1,1.000,561.000,11.207,1.852,3.704,0.009,-79.297,-79.296,1.396,0.044,101.307,0.281,113.442,-0.004,-0.005,-49.987,26.366,-112.607,1.000,1003.000,0.000
3512447361.534,1,1.000,583.000,11.214,1.850,3.705,0.009,-79.295,-79.304,1.383,0.044,101.014,0.280,113.368,-0.004,-0.005,-49.987,26.372,-112.629,1.000,1003.000,0.000
3512447362.534,1,1.000,543.000,11.228,1.848,3.704,0.009,-79.295,-79.299,1.374,0.044,100.735,0.280,113.296,-0.004,-0.005,-49.987,26.383,-112.432,1.000,1003.000,13.000
3512447363.534,1,1.000,580.000,11.221,1.847,3.704,0.008,-79.300,-79.301,1.368,0.044,100.578,0.280,113.273,-0.004,-0.005,-49.986,26.389,-112.519,1.000,1003.000,0.000
3512447364.535,1,1.000,603.000,11.092,1.846,3.705,0.009,-79.298,-79.299,1.327,0.044,100.378,0.280,113.225,-0.004,-0.005,-49.986,26.396,-112.388,1.000,1005.000,13.000
3512447365.533,1,1.000,514.000,11.094,1.844,3.705,0.009,-79.298,-79.297,1.302,0.044,100.207,0.279,113.198,-0.004,-0.005,-49.987,26.404,-112.563,1.000,1005.000,0.000
3512447366.534,1,1.000,580.000,11.097,1.842,3.705,0.009,-79.293,-79.296,1.292,0.044,100.013,0.279,113.161,-0.004,-0.005,-49.987,26.411,-112.475,1.000,1004.000,0.000
3512447367.534,1,1.000,574.000,11.101,1.841,3.705,0.009,-79.297,-79.298,1.287,0.044,99.843,0.279,113.128,-0.004,-0.005,-49.987,26.419,-112.453,1.000,1004.000,0.000
3512447368.534,1,1.000,570.000,11.412,1.839,3.705,0.008,-79.295,-79.302,1.391,0.044,99.691,0.279,113.103,-0.004,-0.005,-49.987,26.426,-112.651,1.000,1004.000,0.000
3512447369.535,1,1.000,595.000,11.448,1.837,3.706,0.009,-79.296,-79.301,1.452,0.044,99.444,0.279,113.047,-0.004,-0.005,-49.987,26.431,-112.651,1.000,1003.000,32.000
3512447370.533,1,1.000,554.000,11.478,1.836,3.706,0.008,-79.300,-79.301,1.470,0.044,99.330,0.278,113.029,-0.004,-0.005,-49.987,26.439,-112.519,1.000,1003.000,11.000
3512447371.534,1,1.000,577.000,11.339,1.835,3.706,0.009,-79.287,-79.296,1.426,0.044,99.174,0.278,113.001,-0.004,-0.005,-49.987,26.447,-112.563,1.000,1004.000,0.000
3512447372.534,1,1.000,532.000,11.288,1.834,3.707,0.009,-79.289,-79.300,1.381,0.044,98.952,0.278,112.946,-0.004,-0.005,-49.986,26.456,-112.607,1.000,1003.000,0.000
3512447373.534,1,1.000,551.000,11.253,1.832,3.706,0.009,-79.296,-79.293,1.354,0.044,98.798,0.278,112.923,-0.004,-0.005,-49.987,26.463,-112.585,1.000,1006.000,0.000
3512447374.534,1,1.000,577.000,11.226,1.830,3.706,0.009,-79.293,-79.297,1.337,0.044,98.625,0.278,112.895,-0.004,-0.005,-49.987,26.471,-112.563,1.000,1004.000,0.000
3512447375.533,1,1.000,550.000,11.138,1.828,3.706,0.009,-79.296,-79.298,1.314,0.044,98.421,0.278,112.847,-0.004,-0.005,-49.987,26.478,-112.585,1.000,1005.000,25.000
3512447376.533,1,1.000,522.000,11.103,1.827,3.707,0.009,-79.294,-79.298,1.271,0.044,98.250,0.277,112.816,-0.004,-0.005,-49.986,26.489,-112.475,1.000,1003.000,29.000
3512447377.534,1,1.000,550.000,11.099,1.825,3.707,0.009,-79.290,-79.300,1.256,0.044,97.983,0.277,112.747,-0.004,-0.005,-49.987,26.495,-112.519,1.000,1003.000,0.000
3512447378.533,1,1.000,518.000,11.106,1.822,3.707,0.009,-79.298,-79.307,1.248,0.044,97.743,0.277,112.690,-0.004,-0.005,-49.987,26.504,-112.453,1.000,1003.000,28.000
3512447379.534,1,1.000,542.000,11.328,1.820,3.707,0.009,-79.296,-79.301,1.263,0.044,97.591,0.276,112.661,-0.004,-0.005,-49.987,26.514,-112.541,1.000,1002.000,31.000
3512447380.533,1,1.000,529.000,11.342,1.818,3.708,0.009,-79.291,-79.296,1.287,0.044,97.404,0.276,112.623,-0.004,-0.005,-49.987,26.520,-112.497,1.000,1005.000,29.000
3512447381.534,1,1.000,572.000,11.062,1.816,3.707,0.009,-79.289,-79.296,1.261,0.044,97.237,0.276,112.598,-0.004,-0.005,-49.987,26.528,-112.673,1.000,1004.000,0.000
3512447382.534,1,1.000,573.000,11.363,1.814,3.708,0.009,-79.295,-79.302,1.324,0.044,96.953,0.276,112.518,-0.004,-0.005,-49.987,26.534,-112.541,1.000,1003.000,22.000
3512447383.534,1,1.000,563.000,11.209,1.812,3.707,0.009,-79.296,-79.301,1.341,0.044,96.782,0.276,112.482,-0.004,-0.005,-49.987,26.542,-112.519,1.000,1002.000,21.000
3512447384.534,1,1.000,553.000,11.205,1.810,3.708,0.009,-79.293,-79.298,1.298,0.044,96.568,0.275,112.427,-0.004,-0.005,-49.986,26.550,-112.519,1.000,1002.000,20.000
3512447385.535,1,1.000,601.000,11.200,1.809,3.708,0.009,-79.296,-79.304,1.286,0.044,96.456,0.275,112.419,-0.004,-0.005,-49.987,26.557,-112.607,1.000,1007.000,33.000
3512447386.535,1,1.000,595.000,11.195,1.807,3.708,0.009,-79.303,-79.298,1.280,0.044,96.328,0.275,112.401,-0.004,-0.005,-49.987,26.564,-112.519,1.000,1004.000,23.000
3512447387.534,1,1.000,576.000,11.186,1.806,3.709,0.009,-79.290,-79.294,1.277,0.044,96.164,0.275,112.364,-0.004,-0.005,-49.986,26.571,-112.541,1.000,1004.000,0.000
3512447388.533,1,1.000,547.000,11.097,1.804,3.708,0.009,-79.293,-79.293,1.261,0.044,95.962,0.275,112.317,-0.004,-0.005,-49.987,26.580,-112.432,1.000,1004.000,21.000
3512447389.534,1,1.000,546.000,11.076,1.803,3.709,0.009,-79.294,-79.295,1.222,0.044,95.756,0.274,112.272,-0.003,-0.005,-49.987,26.587,-112.651,1.000,1005.000,18.000
3512447390.534,1,1.000,556.000,11.055,1.802,3.708,0.009,-79.297,-79.300,1.206,0.044,95.550,0.274,112.230,-0.003,-0.004,-49.987,26.593,-112.651,1.000,1004.000,3.000
3512447391.534,1,1.000,570.000,11.057,1.799,3.709,0.009,-79.295,-79.299,1.201,0.044,95.376,0.274,112.191,-0.003,-0.004,-49.987,26.599,-112.475,1.000,1003.000,0.000
3512447392.534,1,1.000,562.000,11.060,1.798,3.709,0.009,-79.299,-79.302,1.199,0.044,95.218,0.274,112.158,-0.003,-0.004,-49.987,26.608,-112.453,1.000,1003.000,0.000
3512447393.534,1,1.000,565.000,11.064,1.797,3.709,0.009,-79.291,-79.298,1.199,0.044,95.043,0.274,112.122,-0.003,-0.004,-49.987,26.618,-112.519,1.000,1005.000,0.000
3512447394.535,1,1.000,595.000,11.053,1.796,3.709,0.009,-79.295,-79.297,1.200,0.044,94.774,0.273,112.050,-0.003,-0.004,-49.986,26.626,-112.651,1.000,1005.000,0.000
3512447395.533,1,1.000,536.000,11.050,1.795,3.709,0.009,-79.302,-79.294,1.200,0.044,94.559,0.273,111.997,-0.003,-0.004,-49.986,26.634,-112.475,1.000,1003.000,0.000
3512447396.534,1,1.000,545.000,11.066,1.793,3.709,0.009,-79.294,-79.300,1.202,0.044,94.366,0.273,111.954,-0.003,-0.004,-49.987,26.640,-112.585,1.000,1003.000,22.000
3512447397.535,1,1.000,579.000,11.063,1.790,3.710,0.009,-79.297,-79.291,1.204,0.044,94.175,0.272,111.913,-0.003,-0.004,-49.987,26.648,-112.541,1.000,1004.000,29.000
3512447398.534,1,1.000,564.000,11.089,1.788,3.710,0.009,-79.298,-79.297,1.230,0.044,94.049,0.272,111.896,-0.004,-0.005,-49.987,26.654,-112.410,1.000,1004.000,0.000
3512447399.533,1,1.000,516.000,11.092,1.786,3.710,0.009,-79.286,-79.294,1.241,0.044,93.959,0.272,111.886,-0.004,-0.005,-49.987,26.661,-112.432,1.000,1004.000,0.000
3512447400.535,1,1.000,595.000,11.188,1.785,3.711,0.009,-79.287,-79.300,1.256,0.044,93.826,0.272,111.863,-0.004,-0.005,-49.986,26.668,-112.585,1.000,1004.000,21.000
3512447401.534,1,1.000,549.000,11.078,1.783,3.710,0.009,-79.292,-79.298,1.233,0.044,93.594,0.272,111.806,-0.004,-0.005,-49.986,26.675,-112.453,1.000,1004.000,30.000
3512447402.534,1,1.000,555.000,11.347,1.781,3.711,0.009,-79.295,-79.299,1.240,0.044,93.346,0.272,111.739,-0.004,-0.005,-49.987,26.684,-112.585,1.000,1006.000,0.000
3512447403.534,1,1.000,572.000,11.102,1.779,3.711,0.009,-79.289,-79.296,1.244,0.044,93.128,0.271,111.683,-0.004,-0.005,-49.986,26.692,-112.563,1.000,1004.000,19.000
3512447404.534,1,1.000,546.000,11.076,1.777,3.711,0.009,-79.294,-79.299,1.215,0.044,92.939,0.271,111.644,-0.003,-0.004,-49.987,26.698,-112.475,1.000,1003.000,0.000
3512447405.534,1,1.000,571.000,11.390,1.775,3.712,0.009,-79.293,-79.296,1.302,0.044,92.775,0.271,111.610,-0.004,-0.005,-49.986,26.707,-112.475,1.000,1002.000,18.000
3512447406.533,1,1.000,513.000,11.400,1.773,3.711,0.009,-79.296,-79.298,1.355,0.044,92.577,0.271,111.562,-0.004,-0.005,-49.987,26.714,-112.497,1.000,1006.000,32.000
3512447407.534,1,1.000,560.000,11.281,1.771,3.711,0.009,-79.289,-79.298,1.329,0.044,92.392,0.270,111.526,-0.004,-0.005,-49.986,26.721,-112.585,1.000,1006.000,0.000
