Time_s,Status,Flow_Rate_ccps,Particle_rate_nops,12V_Mon,A1,A2,A3,Therm_1,Therm_2,TiltRef,POPS_Flow,POPS_P,ULR_AZ_Home,ULR_PD_T,ULR_Incl_x,ULR_Incl_y,ULR_Incl_T,POPS_LD_T,POPS_T_LED,POPS_LP_Set,MeanBL,stdDevBL
3512455582.526,1,1.000,126.000,12.209,0.749,3.425,0.008,-79.263,-79.242,1.204,0.045,4.911,0.070,63.787,-0.004,-0.004,-49.987,16.216,-111.945,1.000,985.000,25.000
3512455583.526,1,1.000,118.000,12.206,0.751,3.424,0.008,-79.265,-79.242,1.190,0.045,4.928,0.070,63.793,-0.004,-0.004,-49.987,16.216,-111.966,1.000,987.000,30.000
3512455584.527,1,1.000,155.000,12.161,0.754,3.425,0.008,-79.265,-79.246,1.178,0.045,4.951,0.070,63.794,-0.004,-0.004,-49.986,16.215,-112.070,1.000,986.000,24.000
3512455585.527,1,1.000,150.000,12.181,0.754,3.424,0.008,-79.264,-79.242,1.116,0.045,4.960,0.070,63.789,-0.004,-0.004,-49.986,16.215,-112.007,1.000,988.000,0.000
3512455586.527,1,1.000,174.000,12.286,0.756,3.425,0.008,-79.260,-79.243,1.119,0.045,4.931,0.070,63.787,-0.004,-0.004,-49.987,16.214,-111.987,1.000,988.000,0.000
3512455587.526,1,1.000,149.000,12.185,0.757,3.424,0.008,-79.271,-79.246,1.126,0.045,4.952,0.070,63.788,-0.004,-0.004,-49.986,16.215,-111.925,1.000,990.000,27.000
3512455588.526,1,1.000,143.000,12.183,0.757,3.424,0.008,-79.266,-79.242,1.182,0.045,4.931,0.070,63.783,-0.004,-0.004,-49.987,16.214,-112.154,1.000,987.000,0.000
3512455589.527,1,1.000,166.000,12.039,0.759,3.424,0.008,-79.270,-79.245,1.113,0.045,4.963,0.070,63.790,-0.004,-0.004,-49.986,16.216,-112.154,1.000,988.000,17.000
3512455590.527,1,1.000,165.000,12.162,0.759,3.424,0.008,-79.269,-79.247,1.122,0.045,4.949,0.070,63.788,-0.004,-0.004,-49.986,16.215,-112.070,1.000,987.000,0.000
3512455591.527,1,1.000,185.000,12.269,0.760,3.425,0.008,-79.266,-79.247,1.124,0.045,4.966,0.070,63.792,-0.004,-0.004,-49.987,16.215,-112.028,1.000,987.000,0.000
3512455592.528,1,1.000,200.000,12.322,0.759,3.425,0.008,-79.265,-79.242,1.156,0.045,4.888,0.069,63.778,-0.004,-0.004,-49.987,16.215,-111.987,1.000,988.000,9.000
3512455593.527,1,1.000,189.000,12.459,0.756,3.425,0.008,-79.267,-79.252,1.241,0.045,4.812,0.069,63.775,-0.004,-0.005,-49.987,16.217,-112.007,1.000,989.000,0.000
3512455594.528,1,1.000,193.000,12.355,0.753,3.425,0.008,-79.266,-79.241,1.308,0.045,4.767,0.069,63.769,-0.004,-0.005,-49.986,16.218,-112.028,1.000,985.000,32.000
3512455595.528,1,1.000,203.000,11.958,0.751,3.424,0.008,-79.259,-79.247,1.265,0.045,4.829,0.069,63.768,-0.004,-0.005,-49.986,16.218,-111.945,1.000,988.000,24.000
3512455596.528,1,1.000,208.000,11.951,0.748,3.424,0.008,-79.262,-79.240,1.183,0.045,4.901,0.070,63.784,-0.004,-0.004,-49.986,16.218,-111.945,1.000,987.000,0.000
3512455597.527,1,1.000,197.000,12.342,0.746,3.424,0.008,-79.266,-79.244,1.214,0.045,4.896,0.070,63.792,-0.004,-0.004,-49.987,16.216,-112.070,1.000,987.000,0.000
3512455598.527,1,1.000,194.000,12.108,0.745,3.424,0.008,-79.266,-79.242,1.186,0.045,4.875,0.070,63.782,-0.004,-0.004,-49.987,16.218,-112.154,1.000,986.000,25.000
3512455599.528,1,1.000,233.000,11.970,0.744,3.424,0.008,-79.262,-79.244,1.197,0.045,4.902,0.070,63.783,-0.004,-0.004,-49.986,16.217,-112.070,1.000,990.000,0.000
3512455600.528,1,1.000,219.000,12.339,0.743,3.424,0.008,-79.264,-79.242,1.217,0.045,4.918,0.070,63.791,-0.004,-0.005,-49.986,16.218,-112.028,1.000,987.000,27.000
3512455601.528,1,1.000,252.000,11.954,0.743,3.424,0.008,-79.263,-79.244,1.196,0.045,4.909,0.070,63.787,-0.004,-0.004,-49.987,16.218,-111.863,1.000,987.000,6.000
3512455602.529,1,1.000,237.000,12.020,0.743,3.424,0.008,-79.266,-79.245,1.182,0.045,4.881,0.070,63.780,-0.004,-0.004,-49.987,16.218,-111.987,1.000,987.000,3.000
3512455603.528,1,1.000,226.000,12.248,0.744,3.424,0.008,-79.265,-79.243,1.221,0.045,4.861,0.069,63.775,-0.004,-0.005,-49.987,16.218,-112.028,1.000,989.000,21.000
3512455604.527,1,1.000,203.000,12.339,0.744,3.424,0.008,-79.268,-79.248,1.175,0.045,4.934,0.070,63.793,-0.004,-0.004,-49.987,16.217,-112.007,1.000,988.000,15.000
3512455605.528,1,1.000,211.000,12.504,0.743,3.425,0.008,-79.266,-79.246,1.303,0.045,4.973,0.070,63.814,-0.004,-0.005,-49.986,16.217,-112.007,1.000,987.000,30.000
3512455606.528,1,1.000,226.000,12.115,0.742,3.424,0.008,-79.266,-79.244,1.283,0.045,4.987,0.070,63.813,-0.004,-0.005,-49.987,16.217,-112.070,1.000,986.000,0.000
3512455607.529,1,1.000,250.000,12.253,0.742,3.424,0.008,-79.269,-79.241,1.281,0.045,4.997,0.070,63.810,-0.004,-0.005,-49.986,16.216,-111.945,1.000,987.000,27.000
3512455608.529,1,1.000,269.000,12.456,0.742,3.424,0.008,-79.264,-79.248,1.273,0.045,4.979,0.070,63.804,-0.004,-0.005,-49.986,16.216,-112.049,1.000,988.000,0.000
3512455609.528,1,1.000,244.000,11.963,0.742,3.424,0.008,-79.265,-79.251,1.183,0.045,4.973,0.070,63.801,-0.004,-0.004,-49.987,16.217,-111.987,1.000,988.000,26.000
3512455610.529,1,1.000,254.000,12.248,0.741,3.424,0.008,-79.264,-79.244,1.192,0.045,4.983,0.070,63.807,-0.004,-0.004,-49.987,16.216,-111.904,1.000,988.000,25.000
3512455611.529,1,1.000,260.000,12.359,0.740,3.425,0.008,-79.264,-79.250,1.140,0.045,4.976,0.070,63.801,-0.004,-0.004,-49.987,16.217,-112.154,1.000,987.000,26.000
3512455612.528,1,1.000,240.000,12.372,0.740,3.424,0.008,-79.269,-79.243,1.169,0.045,4.980,0.070,63.801,-0.004,-0.004,-49.987,16.217,-112.196,1.000,988.000,4.000
3512455613.528,1,1.000,247.000,12.494,0.740,3.424,0.008,-79.269,-79.240,1.286,0.045,4.929,0.070,63.782,-0.004,-0.005,-49.986,16.217,-112.070,1.000,986.000,0.000
3512455614.528,1,1.000,220.000,12.048,0.740,3.424,0.008,-79.264,-79.241,1.265,0.045,4.889,0.069,63.770,-0.004,-0.005,-49.987,16.217,-111.987,1.000,987.000,15.000
3512455615.528,1,1.000,244.000,12.360,0.740,3.424,0.008,-79.264,-79.242,1.252,0.045,4.818,0.069,63.759,-0.004,-0.005,-49.987,16.217,-111.966,1.000,987.000,27.000
3512455616.528,1,1.000,251.000,12.260,0.741,3.424,0.008,-79.267,-79.240,1.255,0.045,4.833,0.069,63.760,-0.004,-0.005,-49.987,16.218,-112.070,1.000,989.000,0.000
3512455617.528,1,1.000,242.000,11.964,0.745,3.424,0.008,-79.264,-79.243,1.181,0.045,4.946,0.070,63.772,-0.004,-0.004,-49.986,16.216,-112.112,1.000,989.000,0.000
3512455618.528,1,1.000,235.000,12.175,0.746,3.424,0.008,-79.267,-79.246,1.158,0.045,4.977,0.070,63.774,-0.004,-0.004,-49.987,16.215,-112.133,1.000,988.000,30.000
3512455619.528,1,1.000,243.000,12.178,0.749,3.424,0.008,-79.266,-79.243,1.166,0.045,5.000,0.070,63.777,-0.004,-0.004,-49.987,16.216,-112.154,1.000,987.000,0.000
3512455620.529,1,1.000,250.000,12.170,0.750,3.424,0.008,-79.271,-79.247,1.173,0.045,4.980,0.070,63.775,-0.004,-0.004,-49.986,16.214,-112.112,1.000,988.000,22.000
3512455621.529,1,1.000,279.000,11.825,0.752,3.423,0.008,-79.266,-79.244,1.132,0.045,4.972,0.070,63.772,-0.004,-0.004,-49.986,16.212,-112.049,1.000,989.000,0.000
3512455622.530,1,1.000,332.000,12.149,0.753,3.424,0.008,-79.262,-79.248,1.136,0.045,4.995,0.070,63.777,-0.004,-0.004,-49.986,16.214,-112.196,1.000,987.000,24.000
3512455623.530,1,1.000,307.000,12.168,0.755,3.424,0.008,-79.267,-79.249,1.135,0.045,5.012,0.070,63.782,-0.004,-0.004,-49.987,16.213,-111.987,1.000,989.000,0.000
3512455624.530,1,1.000,344.000,11.854,0.757,3.424,0.008,-79.266,-79.244,1.128,0.045,5.020,0.070,63.778,-0.004,-0.004,-49.987,16.212,-111.904,1.000,990.000,20.000
3512455625.531,1,1.000,364.000,11.865,0.758,3.424,0.008,-79.272,-79.244,1.113,0.045,5.027,0.070,63.781,-0.004,-0.004,-49.986,16.213,-112.112,1.000,985.000,29.000
3512455626.531,1,1.000,396.000,12.318,0.759,3.424,0.008,-79.268,-79.248,1.184,0.045,4.971,0.070,63.762,-0.004,-0.004,-49.987,16.213,-112.196,1.000,989.000,30.000
3512455627.530,1,1.000,362.000,12.359,0.758,3.425,0.008,-79.268,-79.243,1.208,0.045,4.944,0.069,63.747,-0.004,-0.004,-49.987,16.213,-112.007,1.000,989.000,0.000
3512455628.531,1,1.000,390.000,12.571,0.758,3.425,0.008,-79.265,-79.241,1.302,0.045,4.971,0.069,63.742,-0.004,-0.005,-49.987,16.210,-112.091,1.000,988.000,10.000
3512455629.531,1,1.000,399.000,11.952,0.758,3.424,0.008,-79.263,-79.240,1.234,0.045,5.001,0.069,63.743,-0.004,-0.005,-49.987,16.211,-111.987,1.000,989.000,10.000
3512455630.532,1,1.000,415.000,12.305,0.759,3.424,0.008,-79.272,-79.248,1.246,0.045,4.997,0.069,63.744,-0.004,-0.005,-49.987,16.211,-112.049,1.000,989.000,0.000
3512455631.531,1,1.000,399.000,12.418,0.759,3.425,0.008,-79.269,-79.246,1.207,0.045,4.976,0.069,63.735,-0.004,-0.004,-49.986,16.211,-112.175,1.000,987.000,24.000
3512455632.531,1,1.000,402.000,11.871,0.759,3.424,0.008,-79.262,-79.240,1.161,0.045,4.966,0.069,63.730,-0.004,-0.004,-49.986,16.211,-112.049,1.000,987.000,13.000
3512455633.531,1,1.000,397.000,12.470,0.757,3.425,0.008,-79.262,-79.248,1.223,0.045,4.987,0.069,63.731,-0.004,-0.005,-49.987,16.210,-111.966,1.000,991.000,0.000
3512455634.531,1,1.000,405.000,12.345,0.757,3.424,0.008,-79.270,-79.242,1.197,0.045,4.990,0.069,63.728,-0.004,-0.004,-49.987,16.210,-112.028,1.000,991.000,0.000
3512455635.531,1,1.000,399.000,12.509,0.756,3.425,0.008,-79.263,-79.243,1.307,0.045,4.961,0.069,63.721,-0.004,-0.005,-49.987,16.210,-112.217,1.000,989.000,0.000
3512455636.532,1,1.000,410.000,12.380,0.756,3.425,0.008,-79.264,-79.245,1.332,0.045,4.982,0.069,63.727,-0.005,-0.005,-49.987,16.211,-112.070,1.000,988.000,0.000
3512455637.531,1,1.000,404.000,12.256,0.755,3.425,0.008,-79.268,-79.249,1.204,0.045,4.968,0.069,63.719,-0.004,-0.004,-49.986,16.211,-112.070,1.000,987.000,15.000
3512455638.532,1,1.000,413.000,12.228,0.754,3.425,0.008,-79.266,-79.240,1.154,0.045,4.955,0.069,63.724,-0.004,-0.004,-49.986,16.212,-111.925,1.000,989.000,29.000
3512455639.531,1,1.000,396.000,12.062,0.753,3.424,0.008,-79.267,-79.242,1.175,0.045,4.918,0.069,63.715,-0.004,-0.004,-49.987,16.212,-112.007,1.000,989.000,20.000
3512455640.531,1,1.000,419.000,12.050,0.754,3.424,0.008,-79.269,-79.242,1.144,0.045,4.945,0.069,63.716,-0.004,-0.004,-49.987,16.209,-112.070,1.000,987.000,32.000
3512455641.532,1,1.000,422.000,12.422,0.755,3.425,0.008,-79.263,-79.244,1.240,0.045,4.941,0.069,63.710,-0.004,-0.005,-49.986,16.209,-112.049,1.000,989.000,25.000
3512455642.531,1,1.000,399.000,12.036,0.756,3.424,0.008,-79.262,-79.243,1.206,0.045,4.951,0.069,63.711,-0.004,-0.004,-49.987,16.210,-112.070,1.000,987.000,25.000
3512455643.532,1,1.000,439.000,12.271,0.758,3.425,0.008,-79.268,-79.244,1.217,0.045,4.974,0.069,63.722,-0.004,-0.005,-49.987,16.209,-111.884,1.000,988.000,0.000
3512455644.532,1,1.000,433.000,11.877,0.759,3.424,0.008,-79.266,-79.244,1.101,0.045,4.967,0.069,63.726,-0.004,-0.004,-49.987,16.210,-112.091,1.000,989.000,0.000
3512455645.532,1,1.000,461.000,12.147,0.759,3.424,0.008,-79.263,-79.248,1.134,0.045,4.961,0.069,63.718,-0.004,-0.004,-49.987,16.208,-111.966,1.000,988.000,23.000
3512455646.534,1,1.000,560.000,11.863,0.760,3.424,0.008,-79.269,-79.243,1.140,0.045,4.965,0.069,63.720,-0.004,-0.004,-49.987,16.209,-112.070,1.000,989.000,18.000
3512455647.534,1,1.000,555.000,12.341,0.762,3.424,0.008,-79.265,-79.247,1.191,0.045,5.018,0.070,63.726,-0.004,-0.004,-49.986,16.207,-112.028,1.000,989.000,19.000
3512455648.536,1,1.000,636.000,12.091,0.762,3.424,0.008,-79.264,-79.242,1.221,0.045,4.999,0.069,63.723,-0.004,-0.005,-49.986,16.208,-112.154,1.000,989.000,0.000
3512455649.534,1,1.000,574.000,12.427,0.762,3.425,0.008,-79.268,-79.250,1.288,0.045,4.957,0.069,63.715,-0.004,-0.005,-49.987,16.207,-112.049,1.000,988.000,15.000
3512455650.536,1,1.000,604.000,11.966,0.759,3.424,0.008,-79.265,-79.240,1.207,0.045,4.833,0.069,63.705,-0.004,-0.004,-49.987,16.209,-112.028,1.000,990.000,0.000
3512455651.534,1,1.000,569.000,12.352,0.757,3.425,0.008,-79.271,-79.242,1.215,0.045,4.841,0.069,63.706,-0.004,-0.004,-49.987,16.209,-112.196,1.000,990.000,0.000
3512455652.534,1,1.000,587.000,12.363,0.755,3.425,0.008,-79.265,-79.246,1.288,0.045,4.836,0.069,63.702,-0.004,-0.005,-49.987,16.212,-112.007,1.000,987.000,30.000
3512455653.535,1,1.000,607.000,11.976,0.753,3.424,0.008,-79.267,-79.244,1.169,0.045,4.803,0.069,63.696,-0.004,-0.004,-49.986,16.211,-111.863,1.000,987.000,0.000
3512455654.536,1,1.000,644.000,12.128,0.751,3.424,0.008,-79.266,-79.246,1.165,0.045,4.812,0.069,63.698,-0.004,-0.004,-49.987,16.212,-112.112,1.000,989.000,27.000
3512455655.535,1,1.000,586.000,12.369,0.750,3.424,0.008,-79.263,-79.250,1.194,0.045,4.860,0.069,63.697,-0.004,-0.004,-49.987,16.210,-112.112,1.000,989.000,0.000
3512455656.536,1,1.000,635.000,12.195,0.749,3.424,0.008,-79.265,-79.246,1.259,0.045,4.896,0.069,63.706,-0.004,-0.005,-49.987,16.210,-112.007,1.000,988.000,26.000
3512455657.535,1,1.000,585.000,12.028,0.748,3.424,0.008,-79.259,-79.241,1.208,0.045,4.942,0.069,63.720,-0.004,-0.004,-49.986,16.211,-112.154,1.000,989.000,23.000
3512455658.536,1,1.000,633.000,11.996,0.748,3.424,0.008,-79.266,-79.242,1.120,0.045,4.966,0.069,63.722,-0.004,-0.004,-49.986,16.210,-111.904,1.000,988.000,31.000
3512455659.535,1,1.000,617.000,12.351,0.748,3.424,0.008,-79.269,-79.245,1.220,0.045,4.995,0.070,63.732,-0.004,-0.005,-49.986,16.206,-111.925,1.000,990.000,20.000
3512455660.536,1,1.000,636.000,12.366,0.747,3.424,0.008,-79.265,-79.243,1.268,0.045,4.983,0.070,63.733,-0.004,-0.005,-49.987,16.211,-112.154,1.000,987.000,20.000
3512455661.535,1,1.000,574.000,12.433,0.747,3.425,0.008,-79.265,-79.246,1.321,0.045,5.012,0.070,63.736,-0.005,-0.005,-49.987,16.211,-112.175,1.000,988.000,16.000
3512455662.536,1,1.000,645.000,12.012,0.746,3.424,0.008,-79.262,-79.241,1.175,0.045,5.005,0.070,63.739,-0.004,-0.004,-49.987,16.210,-111.925,1.000,988.000,13.000
3512455663.535,1,1.000,597.000,12.161,0.746,3.424,0.008,-79.266,-79.246,1.109,0.045,5.031,0.070,63.744,-0.004,-0.004,-49.987,16.210,-112.049,1.000,987.000,0.000
3512455664.535,1,1.000,589.000,12.150,0.746,3.424,0.008,-79.265,-79.242,1.156,0.045,5.021,0.070,63.740,-0.004,-0.004,-49.986,16.208,-112.028,1.000,989.000,17.000
3512455665.535,1,1.000,594.000,12.358,0.746,3.424,0.008,-79.265,-79.246,1.231,0.045,4.991,0.070,63.737,-0.004,-0.005,-49.987,16.209,-112.049,1.000,988.000,0.000
3512455666.535,1,1.000,610.000,12.185,0.745,3.424,0.008,-79.264,-79.246,1.208,0.045,5.035,0.070,63.741,-0.004,-0.004,-49.987,16.207,-111.987,1.000,990.000,20.000
3512455667.535,1,1.000,602.000,11.881,0.745,3.424,0.008,-79.263,-79.244,1.139,0.045,5.004,0.070,63.741,-0.004,-0.004,-49.986,16.209,-112.091,1.000,987.000,29.000
3512455668.535,1,1.000,609.000,12.211,0.745,3.423,0.008,-79.264,-79.244,1.161,0.045,4.998,0.070,63.734,-0.004,-0.004,-49.986,16.207,-111.945,1.000,988.000,0.000
3512455669.535,1,1.000,629.000,12.354,0.745,3.424,0.008,-79.272,-79.245,1.228,0.045,4.974,0.069,63.724,-0.004,-0.005,-49.987,16.208,-112.007,1.000,990.000,10.000
3512455670.535,1,1.000,611.000,12.220,0.745,3.424,0.008,-79.261,-79.236,1.183,0.045,4.983,0.069,63.726,-0.004,-0.004,-49.987,16.209,-112.238,1.000,987.000,28.000
3512455671.536,1,1.000,642.000,12.225,0.744,3.424,0.008,-79.263,-79.245,1.211,0.045,4.969,0.069,63.726,-0.004,-0.004,-49.986,16.207,-112.007,1.000,989.000,23.000
3512455672.535,1,1.000,596.000,12.337,0.744,3.423,0.008,-79.270,-79.246,1.235,0.045,4.985,0.070,63.723,-0.004,-0.005,-49.986,16.206,-112.007,1.000,990.000,18.000
3512455673.536,1,1.000,668.000,12.363,0.744,3.424,0.008,-79.270,-79.248,1.266,0.045,4.892,0.069,63.702,-0.004,-0.005,-49.986,16.207,-112.154,1.000,987.000,0.000
3512455674.535,1,1.000,641.000,12.252,0.745,3.424,0.008,-79.267,-79.242,1.259,0.045,4.863,0.069,63.700,-0.004,-0.005,-49.987,16.209,-112.028,1.000,988.000,19.000
3512455675.535,1,1.000,599.000,12.232,0.747,3.424,0.008,-79.265,-79.246,1.226,0.045,4.901,0.069,63.696,-0.004,-0.005,-49.986,16.209,-112.070,1.000,988.000,0.000
3512455676.535,1,1.000,634.000,12.232,0.749,3.424,0.008,-79.265,-79.244,1.244,0.045,4.957,0.069,63.691,-0.004,-0.005,-49.986,16.207,-112.070,1.000,990.000,0.000
3512455677.535,1,1.000,614.000,12.269,0.750,3.424,0.008,-79.267,-79.245,1.224,0.045,4.979,0.069,63.692,-0.004,-0.005,-49.986,16.207,-111.945,1.000,992.000,26.000
3512455678.534,1,1.000,574.000,12.250,0.751,3.424,0.008,-79.267,-79.246,1.223,0.045,4.971,0.069,63.699,-0.004,-0.005,-49.986,16.207,-112.007,1.000,989.000,31.000
3512455679.536,1,1.000,646.000,11.980,0.754,3.424,0.008,-79.268,-79.246,1.192,0.045,4.996,0.069,63.704,-0.004,-0.004,-49.987,16.207,-112.007,1.000,990.000,20.000
3512455680.534,1,1.000,582.000,12.230,0.755,3.423,0.008,-79.262,-79.246,1.190,0.045,4.983,0.069,63.693,-0.004,-0.004,-49.987,16.206,-112.154,1.000,988.000,0.000
3512455681.536,1,1.000,632.000,12.364,0.757,3.424,0.008,-79.267,-79.243,1.282,0.045,5.006,0.069,63.700,-0.004,-0.005,-49.987,16.206,-112.112,1.000,990.000,17.000
3512455682.536,1,1.000,650.000,12.264,0.759,3.423,0.008,-79.265,-79.242,1.217,0.045,5.019,0.069,63.706,-0.004,-0.005,-49.986,16.207,-112.007,1.000,987.000,24.000
3512455683.536,1,1.000,653.000,12.234,0.761,3.424,0.008,-79.267,-79.246,1.140,0.045,5.005,0.069,63.703,-0.004,-0.004,-49.987,16.204,-112.091,1.000,990.000,0.000
3512455684.535,1,1.000,626.000,12.238,0.761,3.424,0.008,-79.265,-79.248,1.194,0.045,5.026,0.069,63.692,-0.004,-0.004,-49.987,16.205,-112.112,1.000,989.000,0.000
3512455685.536,1,1.000,654.000,12.248,0.762,3.424,0.008,-79.264,-79.242,1.212,0.045,5.001,0.069,63.689,-0.004,-0.004,-49.987,16.205,-112.007,1.000,987.000,31.000
3512455686.536,1,1.000,650.000,12.245,0.762,3.424,0.008,-79.263,-79.246,1.215,0.045,4.995,0.069,63.684,-0.004,-0.004,-49.987,16.205,-112.133,1.000,989.000,0.000
3512455687.536,1,1.000,683.000,12.247,0.762,3.424,0.008,-79.268,-79.252,1.217,0.045,4.994,0.069,63.676,-0.004,-0.005,-49.987,16.204,-112.007,1.000,989.000,0.000
3512455688.536,1,1.000,683.000,12.235,0.761,3.424,0.008,-79.270,-79.252,1.218,0.045,4.984,0.069,63.667,-0.004,-0.005,-49.986,16.201,-111.904,1.000,990.000,0.000
3512455689.536,1,1.000,678.000,12.185,0.762,3.424,0.008,-79.268,-79.245,1.215,0.045,5.000,0.069,63.665,-0.004,-0.004,-49.986,16.204,-112.070,1.000,991.000,0.000
3512455690.535,1,1.000,626.000,12.289,0.761,3.424,0.008,-79.258,-79.243,1.208,0.045,5.015,0.069,63.665,-0.004,-0.004,-49.986,16.204,-111.884,1.000,989.000,12.000
3512455691.535,1,1.000,619.000,12.372,0.762,3.425,0.008,-79.267,-79.243,1.238,0.045,4.992,0.069,63.659,-0.004,-0.005,-49.987,16.203,-112.007,1.000,990.000,5.000
3512455692.535,1,1.000,566.000,12.190,0.761,3.424,0.008,-79.266,-79.244,1.175,0.045,4.980,0.069,63.652,-0.004,-0.004,-49.987,16.203,-112.028,1.000,989.000,0.000
3512455693.534,1,1.000,560.000,12.188,0.760,3.424,0.008,-79.267,-79.244,1.184,0.045,4.996,0.069,63.659,-0.004,-0.004,-49.986,16.203,-112.049,1.000,992.000,0.000
3512455694.534,1,1.000,567.000,12.407,0.760,3.425,0.008,-79.267,-79.245,1.228,0.045,5.009,0.069,63.656,-0.004,-0.005,-49.986,16.202,-112.070,1.000,989.000,32.000
3512455695.534,1,1.000,531.000,12.283,0.759,3.424,0.008,-79.265,-79.242,1.216,0.045,5.018,0.069,63.654,-0.004,-0.004,-49.986,16.202,-112.175,1.000,989.000,0.000
3512455696.535,1,1.000,604.000,12.162,0.759,3.424,0.008,-79.269,-79.244,1.134,0.045,4.998,0.069,63.654,-0.004,-0.004,-49.986,16.203,-112.154,1.000,990.000,0.000
3512455697.534,1,1.000,562.000,12.165,0.758,3.424,0.008,-79.269,-79.240,1.167,0.045,5.009,0.069,63.652,-0.004,-0.004,-49.986,16.202,-111.945,1.000,990.000,15.000
3512455698.534,1,1.000,557.000,12.162,0.758,3.424,0.008,-79.263,-79.253,1.173,0.045,4.972,0.069,63.649,-0.004,-0.004,-49.987,16.202,-112.196,1.000,990.000,0.000
3512455699.534,1,1.000,528.000,12.167,0.758,3.424,0.008,-79.269,-79.241,1.175,0.045,4.977,0.069,63.648,-0.004,-0.004,-49.986,16.202,-112.028,1.000,993.000,0.000
3512455700.534,1,1.000,583.000,12.108,0.760,3.424,0.008,-79.268,-79.247,1.162,0.045,4.974,0.069,63.653,-0.004,-0.004,-49.987,16.201,-112.112,1.000,988.000,22.000
3512455701.533,1,1.000,541.000,12.086,0.761,3.424,0.008,-79.261,-79.249,1.139,0.045,4.969,0.069,63.645,-0.004,-0.004,-49.986,16.200,-112.028,1.000,990.000,0.000
3512455702.534,1,1.000,557.000,12.071,0.762,3.424,0.008,-79.271,-79.247,1.134,0.045,4.954,0.069,63.651,-0.004,-0.004,-49.987,16.201,-112.175,1.000,990.000,28.000
3512455703.533,1,1.000,520.000,12.156,0.765,3.424,0.008,-79.265,-79.241,1.144,0.045,4.990,0.069,63.665,-0.004,-0.004,-49.987,16.200,-112.238,1.000,991.000,0.000
3512455704.533,1,1.000,502.000,12.189,0.766,3.424,0.008,-79.267,-79.241,1.195,0.045,4.974,0.069,63.652,-0.004,-0.004,-49.986,16.200,-112.154,1.000,988.000,27.000
3512455705.533,1,1.000,533.000,12.289,0.766,3.424,0.008,-79.267,-79.240,1.229,0.045,5.034,0.069,63.658,-0.004,-0.005,-49.986,16.200,-112.028,1.000,992.000,0.000
3512455706.533,1,1.000,507.000,12.165,0.767,3.424,0.008,-79.264,-79.245,1.207,0.045,5.030,0.069,63.659,-0.004,-0.004,-49.987,16.200,-111.925,1.000,991.000,12.000
3512455707.534,1,1.000,534.000,12.413,0.767,3.424,0.008,-79.268,-79.240,1.243,0.045,5.032,0.069,63.664,-0.004,-0.005,-49.987,16.199,-112.028,1.000,989.000,32.000
3512455708.534,1,1.000,542.000,12.245,0.768,3.424,0.008,-79.270,-79.246,1.237,0.045,5.000,0.069,63.662,-0.004,-0.005,-49.987,16.200,-112.028,1.000,992.000,0.000
3512455709.533,1,1.000,516.000,12.261,0.766,3.424,0.008,-79.264,-79.244,1.251,0.045,4.966,0.069,63.658,-0.004,-0.005,-49.986,16.201,-112.049,1.000,990.000,0.000
3512455710.534,1,1.000,534.000,12.245,0.764,3.424,0.008,-79.270,-79.244,1.232,0.045,4.986,0.069,63.659,-0.004,-0.005,-49.986,16.201,-112.028,1.000,989.000,23.000
3512455711.533,1,1.000,494.000,11.961,0.762,3.424,0.008,-79.263,-79.244,1.201,0.045,4.939,0.069,63.660,-0.004,-0.004,-49.986,16.203,-112.091,1.000,990.000,0.000
3512455712.534,1,1.000,528.000,12.237,0.761,3.423,0.008,-79.267,-79.246,1.218,0.045,4.919,0.069,63.652,-0.004,-0.005,-49.986,16.202,-112.154,1.000,989.000,0.000
3512455713.534,1,1.000,544.000,12.313,0.760,3.424,0.008,-79.265,-79.245,1.214,0.045,4.898,0.069,63.651,-0.004,-0.004,-49.986,16.200,-111.987,1.000,991.000,27.000
3512455714.533,1,1.000,499.000,12.109,0.759,3.424,0.008,-79.262,-79.243,1.221,0.045,4.949,0.069,63.660,-0.004,-0.005,-49.986,16.202,-112.112,1.000,989.000,31.000
3512455715.534,1,1.000,549.000,12.065,0.759,3.424,0.008,-79.267,-79.241,1.152,0.045,4.971,0.069,63.669,-0.004,-0.004,-49.986,16.202,-112.007,1.000,989.000,0.000
3512455716.533,1,1.000,494.000,12.359,0.758,3.424,0.008,-79.264,-79.242,1.213,0.045,5.038,0.069,63.677,-0.004,-0.004,-49.986,16.201,-112.154,1.000,990.000,0.000
3512455717.533,1,1.000,523.000,12.465,0.758,3.424,0.008,-79.270,-79.246,1.266,0.045,5.091,0.070,63.691,-0.004,-0.005,-49.986,16.201,-112.154,1.000,989.000,0.000
3512455718.534,1,1.000,594.000,12.501,0.758,3.425,0.008,-79.269,-79.239,1.338,0.045,5.114,0.070,63.701,-0.005,-0.005,-49.987,16.198,-112.175,1.000,991.000,0.000
3512455719.533,1,1.000,509.000,12.601,0.758,3.425,0.008,-79.268,-79.243,1.373,0.045,5.073,0.070,63.698,-0.005,-0.005,-49.986,16.201,-112.154,1.000,991.000,7.000
3512455720.534,1,1.000,563.000,12.530,0.758,3.425,0.008,-79.268,-79.244,1.375,0.045,5.133,0.070,63.711,-0.005,-0.005,-49.986,16.201,-111.987,1.000,990.000,0.000
