0.00123924933105  515.285633697
0.00221484142858  590.415727727
0.00502336413357  520.335695388
0.00753504620035  587.136302343
0.0095713005783  523.168502312
0.0117119318473  586.069908384
0.0133650687349  523.767161099
0.0193079148454  583.372248417
0.0193079148454  583.372248417
0.0213308958614  525.525127379
0.0314578676344  580.725268559
0.0394297281072  579.701108024
0.0452307905795  529.686175492
0.0470220910975  578.672724146
0.0595491280306  577.142818357
0.061545562323  531.537055305
0.0778603340664  533.387935117
0.0781517446929  574.011209957
0.0876440084346  571.891092066
0.0892404318669  535.740336842
0.0972062589935  537.498303121
0.102829941084  569.277898947
0.107767028366  567.66352631
0.1089610276  542.08062964
0.11156441653  566.592909008
0.115783535601  546.051627344
0.118027940427  561.100452199
0.119567650404  551.101689035
0.119935081194  556.670166008
